Month_Year,Category,Ship_State,Order_Region,Total_Revenue,Total_Orders,Total_Units_Sold,Revenue_Segment
Jul-2022,SET,SINGAPORE,International,373077.19,305,309.0,Low
Jun-2022,TOP,JAMMU & KASHMIR,Domestic,4971414.0,7749,7749.0,High
Mar-2023,KURTA,THAILAND,International,8333089.41,9225,9390.0,Medium
May-2021,SET,BELGIUM,International,379210809.76,458508,445719.0,High
Dec-2022,BOTTOM,RAJASTHAN,Domestic,142261.0,431,390.0,Medium
Jun-2025,TOP,MADHYA PRADESH,Domestic,318924.57,340,293.0,Low
Jul-2021,BLOUSE,MEXICO,International,215117.56,253,251.0,Low
Nov-2021,KURTA,International,Domestic,11289167.47,12210,12807.0,Medium
Jul-2021,BLOUSE,SPAIN,International,3174395.52,3184,3028.0,Medium
Mar-2022,KURTA,KERALA,Domestic,4244784.0,11112,11112.0,High
Dec-2022,KURTA,International,Domestic,494152.13,357,349.0,Low
Nov-2021,SET,JAPAN,International,12839650.91,10501,11013.0,Medium
Jan-2024,SET,NEW DELHI,Domestic,2765521.2,2660,2497.0,Medium
Apr-2025,SAREE,MALAYSIA,International,23117607.68,53545,51649.0,High
Apr-2023,KURTA,WEST BENGAL,Domestic,458398.24,940,940.0,Low
Jun-2025,TOP,KARNATAKA,Domestic,191352172.23,209076,205971.0,High
Sep-2021,TOP,TAMIL NADU,Domestic,369734.12,521,492.0,Low
Mar-2025,BLOUSE,PUNJAB/MOHALI/ZIRAKPUR,Domestic,221155847.9,690452,637281.0,High
Sep-2025,SET,NETHERLANDS,International,18614461.34,13363,13271.0,Medium
Apr-2022,SET,BIHAR,Domestic,204821.26,325,340.0,Low
Oct-2025,SAREE,NETHERLANDS,International,68907510.08,86380,88221.0,High
Apr-2022,BLOUSE,MADHYA PRADESH,Domestic,811512.0,2106,1638.0,High
Apr-2022,SET,MADHYA PRADESH,Domestic,334746390.0,422747,404914.0,High
May-2024,BOTTOM,MEXICO,International,110076.92,184,193.0,Low
Aug-2021,SET,AR,Domestic,1993081.04,2476,2402.0,Medium
Nov-2022,SET,CHANDIGARH,Domestic,211765.12,195,187.0,Low
Jul-2021,KURTA,MADHYA PRADESH,Domestic,466838.15,392,355.0,Low
Nov-2024,KURTA,MALAYSIA,International,70151549.75,119913,111037.0,High
Mar-2023,SAREE,SWEDEN,International,14861226.91,41054,35300.0,Medium
Apr-2021,TOP,PB,Domestic,199482102.57,139173,136159.0,High
Apr-2024,SET,CHHATTISGARH,Domestic,239330647.95,167295,171907.0,High
Jul-2024,KURTA,DENMARK,International,418714.68,332,305.0,Low
Jul-2023,KURTA,INDONESIA,International,139873.17,126,108.0,Low
May-2023,TOP,PUDUCHERRY,Domestic,213918.86,427,447.0,Low
Jul-2021,TOP,MIZORAM,Domestic,12410029.25,22989,19795.0,Medium
Jul-2023,SET,GUJARAT,Domestic,27608884.27,23478,24129.0,High
Dec-2023,BLOUSE,NAGALAND,Domestic,240830776.04,366441,313889.0,High
Nov-2025,BLOUSE,ARUNACHAL PRADESH,Domestic,355435.46,485,416.0,Low
Feb-2023,TOP,SOUTH KOREA,International,410161.07,301,261.0,Low
Apr-2021,SAREE,NEW DELHI,Domestic,10752246.28,17937,15253.0,Medium
Jan-2025,BLOUSE,BRAZIL,International,7490898.81,16947,17782.0,Medium
Sep-2022,BOTTOM,SOUTH AFRICA,International,10973577.57,10927,10917.0,Medium
Apr-2022,SAREE,BIHAR,Domestic,198891.0,294,294.0,High
Jan-2024,TOP,UNITED STATES,International,309370.15,888,914.0,Low
Mar-2025,BLOUSE,ITALY,International,484152808.65,983872,991216.0,High
Oct-2024,KURTA,SPAIN,International,16900377.16,18446,16192.0,Medium
Jan-2025,TOP,SPAIN,International,17472809.03,18015,16483.0,Medium
Jul-2022,SET,ORISSA,Domestic,293409.59,466,403.0,Low
Jul-2023,BOTTOM,TAMIL NADU,Domestic,12929348.38,10243,9661.0,Medium
May-2021,SET,VIETNAM,International,10871837.04,8716,7925.0,Medium
Apr-2022,KURTA,TELANGANA,Domestic,2320563408.0,5530072,5296720.0,High
Oct-2022,SAREE,BRAZIL,International,6976855.05,10355,9272.0,Medium
Oct-2025,BOTTOM,VIETNAM,International,74006.0,125,112.0,Low
Mar-2022,TOP,VIETNAM,International,275895.87,428,414.0,Low
May-2021,KURTA,ANDAMAN & NICOBAR,Domestic,1182654.34,950,885.0,Medium
May-2021,BOTTOM,RJ,Domestic,5374160.45,5854,5602.0,Medium
Oct-2022,SAREE,International,International,2797652.0,1806,1776.0,High
Mar-2025,SAREE,UTTAR PRADESH,Domestic,413147.51,291,283.0,Low
Aug-2024,BLOUSE,DENMARK,International,21341.92,23,21.0,Low
Dec-2023,KURTA,NORWAY,International,241114.96,244,209.0,Low
Jun-2022,SET,LAKSHADWEEP,Domestic,13518071.02,10649,10675.0,Medium
Jun-2022,SET,WEST BENGAL,Domestic,382151749.0,463658,450021.0,High
Jul-2022,SET,BIHAR,Domestic,71451.0,274,249.0,Medium
Mar-2024,TOP,POLAND,International,7983929.49,5567,5268.0,Medium
Aug-2022,SAREE,GERMANY,International,180333.42,533,511.0,Low
Nov-2021,TOP,GERMANY,International,12397104.48,13995,12268.0,Medium
Apr-2025,BLOUSE,AR,Domestic,827741.96,895,885.0,Medium
Jun-2022,SET,GUJARAT,Domestic,341471529.0,420649,410159.0,High
Feb-2021,BLOUSE,MANIPUR,Domestic,455632.76,390,373.0,Low
Nov-2022,SET,TELANGANA,Domestic,15709201.0,16959,16870.0,High
Nov-2023,TOP,THAILAND,International,129519638.6,109021,99421.0,High
Jan-2024,TOP,NEW DELHI,Domestic,154208687.67,340499,332957.0,High
May-2022,TOP,JAMMU & KASHMIR,Domestic,5460462.0,10332,10332.0,High
Apr-2022,TOP,NL,Domestic,445998.0,861,861.0,High
Sep-2024,KURTA,UAE,International,220571.13,272,253.0,Low
Jan-2021,BLOUSE,SOUTH KOREA,International,11649560.86,12649,11840.0,Medium
Jul-2024,BOTTOM,MALAYSIA,International,64928.27,78,73.0,Low
Dec-2022,SAREE,TELANGANA,Domestic,30763.0,115,104.0,Medium
Jan-2021,BLOUSE,GERMANY,International,497810007.77,375185,358034.0,High
Dec-2022,BOTTOM,ASSAM,Domestic,376924.91,348,339.0,Low
Jun-2022,SET,MAHARASHTRA,Domestic,1628471796.0,2050795,1989953.0,High
Apr-2025,BLOUSE,SIKKIM,Domestic,477195824.21,366520,377728.0,High
Sep-2022,BLOUSE,RJ,Domestic,16896995.8,48819,50300.0,Medium
Jul-2025,KURTA,GUJARAT,Domestic,188625.57,151,132.0,Low
Jul-2024,BLOUSE,SWEDEN,International,161744.16,341,340.0,Low
Dec-2025,BOTTOM,JAPAN,International,26255.34,61,54.0,Low
May-2022,KURTA,RAJSHTHAN,Domestic,14453289.65,14353,12995.0,Medium
Jul-2024,SET,BRAZIL,International,680210.97,535,473.0,Medium
Jun-2025,SAREE,NEW DELHI,Domestic,259551.61,276,249.0,Low
Oct-2024,BLOUSE,LAKSHADWEEP,Domestic,24113221.19,67476,59938.0,High
Sep-2025,BLOUSE,ORISSA,Domestic,4716541.44,12302,11860.0,Medium
Nov-2022,BOTTOM,ANDAMAN & NICOBAR,Domestic,19620078.03,34247,31876.0,Medium
Dec-2021,TOP,NETHERLANDS,International,68378.93,74,68.0,Low
Dec-2024,KURTA,DADRA AND NAGAR,Domestic,8618815.23,6632,6946.0,Medium
Jul-2024,SAREE,AUSTRALIA,International,14814433.85,43968,42802.0,Medium
Aug-2022,SAREE,SPAIN,International,235781.6,430,396.0,Low
Apr-2022,BLOUSE,GUJARAT,Domestic,1972386.0,3510,3510.0,High
Sep-2025,SET,ODISHA,Domestic,430645364.19,331968,335218.0,High
May-2024,BOTTOM,PUNJAB,Domestic,345321.04,471,463.0,Low
Aug-2024,SAREE,TELANGANA,Domestic,206847870.47,305968,288366.0,High
May-2022,BLOUSE,HIMACHAL PRADESH,Domestic,131742.0,234,234.0,High
Jul-2025,SAREE,POLAND,International,343615699.97,630071,653091.0,High
Jun-2024,BOTTOM,ODISHA,Domestic,362121802.29,1018598,920047.0,High
Jul-2023,SAREE,THAILAND,International,13625671.29,9151,9394.0,Medium
Sep-2022,SAREE,SOUTH AFRICA,International,9726740.92,9468,9551.0,Medium
Jun-2021,SAREE,SAUDI ARABIA,International,122389.23,141,127.0,Low
Dec-2025,TOP,LAKSHADWEEP,Domestic,456101.43,725,689.0,Low
Sep-2022,BLOUSE,KERALA,Domestic,18910827.0,13882,12478.0,High
Nov-2025,TOP,RAJASTHAN,Domestic,77159.24,58,56.0,Low
Feb-2023,BOTTOM,NEW ZEALAND,International,216639.18,622,584.0,Low
Jun-2025,BLOUSE,SOUTH AFRICA,International,426081643.23,491649,489382.0,High
Jul-2021,BOTTOM,HARYANA,Domestic,107757.6,165,148.0,Low
Jun-2024,KURTA,CHANDIGARH,Domestic,357970093.17,355243,333922.0,High
Aug-2024,TOP,NETHERLANDS,International,16864250.69,15563,14791.0,Medium
Nov-2025,SAREE,UNITED STATES,International,480819.23,435,384.0,Low
Mar-2023,SET,VIETNAM,International,12691714.44,8905,8779.0,Medium
May-2022,TOP,GERMANY,International,14283718.21,12158,12209.0,Medium
Apr-2022,BOTTOM,JHARKHAND,Domestic,16397.0,38,38.0,Low
Jun-2022,SAREE,MADHYA PRADESH,Domestic,219471.0,294,294.0,High
May-2025,SAREE,NEW DELHI,Domestic,226277782.92,253432,218215.0,High
Mar-2021,TOP,IRELAND,International,6772564.8,5139,5117.0,Medium
Jun-2022,KURTA,TRIPURA,Domestic,3299076.06,2310,2302.0,Medium
May-2022,KURTA,NEW DELHI,Domestic,565254.06,656,596.0,Medium
Dec-2023,BOTTOM,KARNATAKA,Domestic,16499145.82,16479,15683.0,Medium
Nov-2021,SET,MEXICO,International,8353419.95,9045,9490.0,Medium
Apr-2023,KURTA,MALAYSIA,International,363885.89,714,684.0,Low
Aug-2021,KURTA,BRAZIL,International,282413927.39,204219,187634.0,High
Feb-2023,SET,RAJASTHAN,Domestic,6061513.15,5735,5397.0,Medium
Aug-2023,TOP,ARUNACHAL PRADESH,Domestic,38536.54,62,58.0,Low
Jan-2024,BOTTOM,RAJASTHAN,Domestic,57774884.09,61938,57636.0,High
Nov-2022,BOTTOM,SOUTH AFRICA,International,359889.01,385,368.0,Low
Mar-2024,KURTA,PUNJAB/MOHALI/ZIRAKPUR,Domestic,233482831.14,656366,559713.0,High
Dec-2023,BLOUSE,HIMACHAL PRADESH,Domestic,7456101.8,7375,7501.0,Medium
Mar-2022,TOP,UNITED KINGDOM,International,1489986.36,1092,934.0,Medium
Feb-2021,BLOUSE,JAPAN,International,15954167.14,18687,18615.0,Medium
Apr-2021,KURTA,FRANCE,International,155314.36,134,134.0,Low
May-2022,TOP,MIZORAM,Domestic,2580417.0,5166,5166.0,High
Jul-2021,TOP,MADHYA PRADESH,Domestic,419182.31,296,273.0,Low
Jul-2021,KURTA,MIZORAM,Domestic,2781728.63,2208,1931.0,Medium
Apr-2022,KURTA,MANIPUR,Domestic,387718.51,269,237.0,Low
Oct-2023,SAREE,CANADA,International,98029.1,98,102.0,Low
Jan-2024,KURTA,MAHARASHTRA,Domestic,264359277.71,204038,187706.0,High
Apr-2022,TOP,PUDUCHERRY,Domestic,1449924.0,3444,3444.0,High
May-2023,BLOUSE,UNITED KINGDOM,International,350920224.26,547835,541684.0,High
Aug-2021,BOTTOM,SOUTH KOREA,International,186809021.75,518310,446033.0,High
Jun-2022,TOP,BIHAR,Domestic,15433425.0,24108,24108.0,High
Jul-2021,KURTA,KARNATAKA,Domestic,340261921.85,276083,282278.0,High
Mar-2025,SET,LAKSHADWEEP,Domestic,307095.3,416,428.0,Low
Oct-2021,SET,CHANDIGARH,Domestic,181905361.5,127216,121611.0,High
Jul-2022,BLOUSE,SOUTH AFRICA,International,416699583.73,609156,626885.0,High
Apr-2023,SET,GOA,Domestic,498859.41,809,732.0,Low
Jan-2025,SET,NEW ZEALAND,International,448860346.0,348528,303431.0,High
Jul-2023,BLOUSE,NETHERLANDS,International,50185.26,76,74.0,Low
Aug-2024,TOP,FRANCE,International,216229.85,184,160.0,Low
Jul-2021,KURTA,ODISHA,Domestic,41581491.96,92070,88618.0,High
Oct-2023,SAREE,AR,Domestic,10396427.34,13303,13582.0,Medium
Jan-2025,BLOUSE,PUNJAB/MOHALI/ZIRAKPUR,Domestic,8482225.96,6171,5445.0,Medium
Mar-2023,SAREE,GUJARAT,Domestic,13957400.79,10695,9781.0,Medium
Dec-2022,SAREE,IRELAND,International,370891362.3,698320,609672.0,High
Sep-2024,TOP,MIZORAM,Domestic,259000.26,689,700.0,Low
Oct-2025,TOP,VIETNAM,International,2666395.57,4499,4092.0,Medium
Nov-2023,BLOUSE,SPAIN,International,10458318.2,11987,12190.0,Medium
Mar-2022,TOP,MIZORAM,Domestic,12061908.8,12118,11906.0,Medium
Jan-2021,SAREE,ARUNACHAL PRADESH,Domestic,25159.45,17,17.0,Low
Jul-2022,BOTTOM,RAJASTHAN,Domestic,2542366.0,5032,4661.0,High
Sep-2022,BOTTOM,RAJASTHAN,Domestic,8842.0,61,56.0,Low
May-2022,TOP,PUDUCHERRY,Domestic,7674093.0,10332,10332.0,High
Apr-2021,SET,TELANGANA,Domestic,168240523.52,191461,167279.0,High
Jun-2023,SAREE,PUDUCHERRY,Domestic,294847.3,746,662.0,Low
May-2025,BOTTOM,MAHARASHTRA,Domestic,17203079.83,19582,19712.0,Medium
Jan-2023,BOTTOM,UNITED KINGDOM,International,110002.95,127,128.0,Low
May-2022,SAREE,RAJASTHAN,Domestic,260190.0,294,294.0,High
May-2022,SAREE,HARYANA,Domestic,16821759.9,14795,14588.0,Medium
Oct-2022,SAREE,CHANDIGARH,Domestic,12399390.41,26813,26820.0,Medium
May-2021,BLOUSE,THAILAND,International,412281109.46,450446,422372.0,High
Nov-2023,SET,SINGAPORE,International,1256589.37,2397,2435.0,Medium
Mar-2021,BOTTOM,AR,Domestic,406831.49,283,259.0,Low
Jan-2021,TOP,TELANGANA,Domestic,176486.73,191,176.0,Low
May-2022,SAREE,TELANGANA,Domestic,122304.0,147,147.0,High
Jul-2025,SAREE,SINGAPORE,International,9007375.28,25512,22933.0,Medium
Oct-2024,SAREE,PB,Domestic,457117.68,738,695.0,Low
Apr-2023,KURTA,TELANGANA,Domestic,192644269.39,171287,156310.0,High
Dec-2023,TOP,International,Domestic,165092816.24,120145,125480.0,High
Dec-2023,BLOUSE,SOUTH AFRICA,International,63649015.96,45209,44659.0,High
May-2022,BOTTOM,SPAIN,International,236239640.95,747787,776532.0,High
Jul-2024,SAREE,JHARKHAND,Domestic,187020.53,336,311.0,Low
Jul-2023,KURTA,MEGHALAYA,Domestic,13824864.07,26572,26948.0,Medium
Jun-2024,BOTTOM,NEW ZEALAND,International,19706680.41,29339,26357.0,Medium
Mar-2025,SAREE,POLAND,International,109957418.23,131234,127323.0,High
Jun-2022,BOTTOM,KERALA,Domestic,53599.0,133,133.0,Medium
Sep-2021,BLOUSE,NEW ZEALAND,International,147147.4,232,198.0,Low
Nov-2022,BLOUSE,International,International,16950527.0,13622,13241.0,High
Mar-2023,BOTTOM,RAJASTHAN,Domestic,9620552.01,9366,8763.0,Medium
May-2022,KURTA,MANIPUR,Domestic,18345912.0,48152,44448.0,High
Nov-2021,SET,ASSAM,Domestic,127835550.87,164060,152893.0,High
Jun-2025,KURTA,UTTARAKHAND,Domestic,16922237.59,29378,25004.0,Medium
Oct-2023,BLOUSE,RAJSHTHAN,Domestic,141536558.42,146464,139948.0,High
Nov-2021,TOP,KERALA,Domestic,14051585.83,14325,14457.0,Medium
Nov-2022,SAREE,International,International,13967.0,93,79.0,Low
Feb-2025,BOTTOM,UNITED KINGDOM,International,183729302.63,193416,190522.0,High
Aug-2021,SAREE,NEW ZEALAND,International,498835.18,942,887.0,Low
Nov-2023,BLOUSE,SOUTH AFRICA,International,325251.17,528,454.0,Low
Oct-2024,BLOUSE,JAPAN,International,171414.16,181,186.0,Low
Dec-2024,KURTA,CHANDIGARH,Domestic,309441843.41,244876,246918.0,High
Aug-2024,SET,AUSTRALIA,International,14113280.02,20965,18238.0,Medium
Nov-2023,TOP,MALAYSIA,International,135847857.84,344578,317453.0,High
Feb-2023,KURTA,SOUTH KOREA,International,170663.16,144,123.0,Low
Nov-2023,BOTTOM,CHHATTISGARH,Domestic,14201276.74,9813,9383.0,Medium
Feb-2024,SAREE,RAJASTHAN,Domestic,325912.79,448,385.0,Low
Sep-2025,SAREE,BRAZIL,International,10162428.96,23747,21826.0,Medium
Aug-2022,TOP,NL,Domestic,315708.96,338,316.0,Low
Oct-2024,TOP,NETHERLANDS,International,424845341.94,349928,301518.0,High
May-2023,BLOUSE,UNITED STATES,International,125337.8,140,144.0,Low
Apr-2022,BLOUSE,DADRA AND NAGAR,Domestic,88772.35,69,70.0,Low
Aug-2022,KURTA,UTTAR PRADESH,Domestic,1664.0,13,11.0,Low
May-2022,TOP,ARUNACHAL PRADESH,Domestic,5762673.0,12915,12915.0,High
Dec-2025,BLOUSE,LADAKH,Domestic,10628879.71,8577,8728.0,Medium
Dec-2025,KURTA,NAGALAND,Domestic,9268757.09,7316,6455.0,Medium
Sep-2023,SET,BELGIUM,International,143434.54,325,292.0,Low
Aug-2022,SAREE,NEW ZEALAND,International,8527393.68,6320,6023.0,Medium
Jan-2021,BOTTOM,DENMARK,International,6532768.0,5069,5276.0,Medium
Feb-2025,SET,CANADA,International,7641703.03,9307,8155.0,Medium
Mar-2025,BLOUSE,UTTAR PRADESH,Domestic,122723414.32,140959,128785.0,High
Jun-2022,KURTA,NORWAY,International,138910874.96,191030,191329.0,High
Aug-2023,SAREE,HIMACHAL PRADESH,Domestic,474907.34,763,772.0,Low
Aug-2022,BOTTOM,KERALA,Domestic,13170996.0,18117,15978.0,High
May-2023,SAREE,JAMMU & KASHMIR,Domestic,16365371.86,14133,12716.0,Medium
Jun-2022,TOP,DADRA AND NAGAR,Domestic,596673.0,861,861.0,High
Aug-2022,BLOUSE,KARNATAKA,Domestic,4436167.0,8685,8521.0,High
Jan-2023,TOP,KERALA,Domestic,407785.29,574,537.0,Low
Sep-2021,SET,MAHARASHTRA,Domestic,8518214.28,10477,9597.0,Medium
Dec-2024,SET,ARUNACHAL PRADESH,Domestic,15963701.0,34766,33157.0,Medium
May-2024,SAREE,NEW DELHI,Domestic,225759115.71,499405,481056.0,High
Nov-2021,SET,PUDUCHERRY,Domestic,495851.06,901,829.0,Low
May-2024,BLOUSE,RAJASTHAN,Domestic,204780186.87,261615,263356.0,High
Jan-2025,TOP,LADAKH,Domestic,105234561.26,158371,145282.0,High
Feb-2021,KURTA,UNITED STATES,International,302591130.62,403241,365802.0,High
Mar-2024,BLOUSE,PONDICHERRY,Domestic,112239.44,102,88.0,Low
Jan-2023,SAREE,SWITZERLAND,International,8860903.68,24307,20768.0,Medium
May-2022,TOP,MANIPUR,Domestic,8855385.0,17220,17220.0,High
Feb-2021,TOP,DENMARK,International,15098582.07,22167,18842.0,Medium
Apr-2022,SET,GOA,Domestic,125538026.0,153154,151056.0,High
Jul-2022,BOTTOM,JHARKHAND,Domestic,11160599.55,19297,17911.0,Medium
Jul-2022,SAREE,MAHARASHTRA,Domestic,13854057.0,8462,8188.0,High
Aug-2021,BOTTOM,GUJARAT,Domestic,439092244.53,352008,351878.0,High
Jun-2021,KURTA,INDONESIA,International,13266826.97,10296,8881.0,Medium
Jun-2023,BLOUSE,ARUNACHAL PRADESH,Domestic,9083516.41,23706,22891.0,Medium
Jul-2025,TOP,PUNJAB,Domestic,312652913.3,722556,704887.0,High
Jan-2025,BOTTOM,BELGIUM,International,379172873.72,302642,315893.0,High
Aug-2025,SET,MIZORAM,Domestic,149220827.78,177996,182735.0,High
Jun-2022,TOP,MEGHALAYA,Domestic,652638.0,861,861.0,High
Dec-2021,BLOUSE,ANDHRA PRADESH,Domestic,5495734.53,9730,8539.0,Medium
Jan-2024,SAREE,GERMANY,International,431945.62,1096,947.0,Low
Apr-2024,SET,UNITED KINGDOM,International,128030.25,280,278.0,Low
Aug-2022,BLOUSE,KARNATAKA,Domestic,17530064.9,35477,35734.0,Medium
Jun-2025,BOTTOM,PUNJAB/MOHALI/ZIRAKPUR,Domestic,485242622.59,1321120,1279222.0,High
Nov-2023,SET,TRIPURA,Domestic,246836409.46,182451,156553.0,High
May-2023,SAREE,POLAND,International,276703743.81,185028,174834.0,High
Jun-2021,SAREE,POLAND,International,19519191.1,15244,15556.0,Medium
Dec-2023,SAREE,BIHAR,Domestic,429740.04,304,316.0,Low
Sep-2021,TOP,MANIPUR,Domestic,489992746.45,441989,450553.0,High
Jan-2023,BLOUSE,THAILAND,International,135759302.87,233954,202051.0,High
Oct-2023,SAREE,SWITZERLAND,International,266937168.51,382875,389571.0,High
Apr-2022,SAREE,UTTARAKHAND,Domestic,192864.0,294,294.0,High
Oct-2022,KURTA,GUJARAT,Domestic,107229.0,375,366.0,Medium
Apr-2021,SAREE,RAJSTHAN,Domestic,470137.98,1526,1532.0,Low
Jun-2022,KURTA,JAMMU & KASHMIR,Domestic,111101480.0,237056,229648.0,High
Dec-2022,SAREE,GERMANY,International,122704.33,275,237.0,Low
Dec-2022,BLOUSE,GUJARAT,Domestic,17860032.03,45182,45014.0,Medium
Aug-2022,TOP,GOA,Domestic,6679.0,35,34.0,Low
May-2022,SET,SIKKIM,Domestic,33261692.0,40911,38813.0,High
Jan-2023,KURTA,MAHARASHTRA,Domestic,9186332.13,9089,8999.0,Medium
Sep-2021,BOTTOM,WEST BENGAL,Domestic,5729400.17,7813,7279.0,Medium
Apr-2025,TOP,THAILAND,International,160108.84,145,149.0,Low
Sep-2022,TOP,SPAIN,International,14856820.08,15875,15739.0,Medium
Aug-2022,BLOUSE,DELHI,Domestic,51551.0,185,174.0,Medium
Jul-2025,KURTA,INDONESIA,International,75117935.23,51881,47920.0,High
May-2022,BLOUSE,DELHI,Domestic,962442.0,2340,2340.0,High
May-2022,TOP,MADHYA PRADESH,Domestic,23265942.0,45633,44772.0,High
Apr-2025,KURTA,BRAZIL,International,405886.6,810,801.0,Low
Oct-2023,SAREE,MEGHALAYA,Domestic,191443.6,335,343.0,Low
Nov-2025,SAREE,NORWAY,International,4534606.45,3613,3527.0,Medium
Mar-2021,TOP,SOUTH AFRICA,International,496694.96,1403,1406.0,Low
Apr-2025,TOP,CHHATTISGARH,Domestic,452882391.89,1000079,1014825.0,High
Apr-2023,BOTTOM,PONDICHERRY,Domestic,153401.0,160,140.0,Low
Sep-2023,SAREE,NETHERLANDS,International,146780.63,136,139.0,Low
Sep-2022,SET,POLAND,International,138059709.62,280143,248574.0,High
Oct-2025,BLOUSE,NEW DELHI,Domestic,30963.8,52,45.0,Low
May-2021,TOP,VIETNAM,International,102413075.7,113775,106082.0,High
Sep-2024,KURTA,JAPAN,International,370501.81,668,587.0,Low
Dec-2022,SAREE,RAJSTHAN,Domestic,437649.38,1005,995.0,Low
Apr-2021,KURTA,SAUDI ARABIA,International,12017437.76,10992,9515.0,Medium
May-2021,BLOUSE,AR,Domestic,447227372.22,1114831,1127582.0,High
Jun-2025,SET,THAILAND,International,14123811.11,23206,22343.0,Medium
Jun-2025,SAREE,POLAND,International,435604298.6,949914,920557.0,High
Dec-2025,SET,SOUTH AFRICA,International,479229261.4,726809,761730.0,High
May-2023,SET,FRANCE,International,329617.75,419,406.0,Low
Jan-2024,SET,KERALA,Domestic,485920653.34,951184,922099.0,High
Jun-2022,KURTA,CHANDIGARH,Domestic,69487040.0,137048,133344.0,High
Apr-2022,SET,UTTARAKHAND,Domestic,251968751.0,310504,295818.0,High
May-2022,KURTA,LADAKH,Domestic,317477.68,235,246.0,Low
Jul-2022,BOTTOM,HIMACHAL PRADESH,Domestic,7290.0,77,75.0,Low
Oct-2021,TOP,KERALA,Domestic,301883.11,760,788.0,Low
Aug-2022,TOP,JHARKHAND,Domestic,24197471.0,13991,13575.0,High
Mar-2021,TOP,TRIPURA,Domestic,489107795.84,404631,357019.0,High
Jun-2025,BOTTOM,MEGHALAYA,Domestic,7357130.82,5304,5549.0,Medium
Nov-2025,BOTTOM,GOA,Domestic,39618.99,33,31.0,Low
May-2023,TOP,PORTUGAL,International,121487003.84,196515,193090.0,High
Oct-2025,KURTA,INDONESIA,International,17444793.57,32648,28028.0,Medium
Sep-2023,TOP,BELGIUM,International,10283133.74,8784,7665.0,Medium
Feb-2021,BLOUSE,RJ,Domestic,105042044.13,115565,113886.0,High
Jan-2023,BOTTOM,UNITED KINGDOM,International,12895083.78,17733,15599.0,Medium
Sep-2022,BLOUSE,BIHAR,Domestic,30735070.0,22265,22000.0,High
Aug-2022,BOTTOM,HARYANA,Domestic,108966.0,334,311.0,Medium
Sep-2022,BOTTOM,GOA,Domestic,31383840.0,23032,19596.0,High
Aug-2022,BLOUSE,JAMMU & KASHMIR,Domestic,72579.61,56,56.0,Low
Mar-2025,SAREE,IRELAND,International,118530403.78,181938,167241.0,High
Jun-2022,SET,MEGHALAYA,Domestic,13668470.0,23078,18882.0,High
Apr-2021,BOTTOM,International,Domestic,7219779.65,21421,18430.0,Medium
Apr-2024,BOTTOM,NORWAY,International,39145.28,37,34.0,Low
Feb-2025,BLOUSE,TELANGANA,Domestic,12651654.2,14657,12800.0,Medium
Oct-2021,BOTTOM,KERALA,Domestic,11918959.84,12503,11212.0,Medium
Feb-2021,BLOUSE,SOUTH AFRICA,International,74019.65,59,51.0,Low
Feb-2024,BLOUSE,SPAIN,International,10363279.84,10657,10611.0,Medium
Nov-2023,KURTA,SPAIN,International,381022.67,571,553.0,Low
Dec-2023,BOTTOM,GUJARAT,Domestic,377365.62,906,856.0,Low
Apr-2022,KURTA,NORWAY,International,17723965.05,25716,22486.0,Medium
Jul-2022,KURTA,International,Domestic,304789.79,237,243.0,Low
Jun-2022,BLOUSE,KERALA,Domestic,19740513.12,44106,39528.0,Medium
Mar-2023,KURTA,PONDICHERRY,Domestic,392223.56,452,404.0,Low
Nov-2024,TOP,PUNJAB,Domestic,9669857.16,6690,5841.0,Medium
Apr-2022,SET,DADRA AND NAGAR,Domestic,9936128.0,12588,11539.0,High
Dec-2023,BLOUSE,MEGHALAYA,Domestic,479921.85,463,417.0,Low
Mar-2022,TOP,KARNATAKA,Domestic,695688.0,1722,1722.0,High
Apr-2024,SET,UNITED KINGDOM,International,346079.37,266,239.0,Low
Oct-2023,TOP,NEW ZEALAND,International,260647.56,185,190.0,Low
Apr-2022,KURTA,JAPAN,International,410827.24,308,262.0,Low
Jul-2021,TOP,SPAIN,International,133989707.24,372672,370778.0,High
Dec-2022,KURTA,INDONESIA,International,257251448.07,260388,264976.0,High
Oct-2022,BOTTOM,KERALA,Domestic,12541801.0,24135,21211.0,High
Jan-2023,BLOUSE,VIETNAM,International,453984969.24,1187266,1244703.0,High
Feb-2023,SAREE,ARUNACHAL PRADESH,Domestic,458350249.41,598706,608233.0,High
Jun-2024,BLOUSE,MALAYSIA,International,316806227.38,727087,640757.0,High
May-2021,TOP,CANADA,International,10489552.77,23995,24066.0,Medium
May-2021,TOP,AR,Domestic,225893280.05,238011,235460.0,High
Mar-2023,BLOUSE,IRELAND,International,197289982.44,179928,157193.0,High
